NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI ,STATUS
PULAU PINANG,P. 042 - TASEK GELUGOR,RIZAL HAFIZ BIN RUSLAN,PAS,"14,891",
PULAU PINANG,P. 042 - TASEK GELUGOR,MARZUKI BIN YAHYA,PKR,"18,466",
PULAU PINANG,P. 043 - BAGAN,LIM GUAN ENG ,PKR,"51,653",MENANG
PULAU PINANG,P. 043 - BAGAN,KOAY XING BOON,MU,181,HILANG DEPOSIT
PULAU PINANG,P. 043 - BAGAN,LEE BENG SENG,BN,"7,751",
PULAU PINANG,P. 043 - BAGAN,HUAN CHENG GUAN,PCM,502,HILANG DEPOSIT
PULAU PINANG,P. 044 - PERMATANG PAUH,MOHD ZAIDI BIN MOHD SAID,BN,"19,866",
PULAU PINANG,P. 044 - PERMATANG PAUH,AFNAN HAMIMI BIN TAIB AZAMUDDEN,PAS,"14,428",
PULAU PINANG,P. 044 - PERMATANG PAUH,NURUL IZZAH BINTI ANWAR,PKR,"35,534",MENANG
PULAU PINANG,P. 045 - BUKIT MERTAJAM,SIM CHEE KEONG,PKR,"63,784",MENANG
PULAU PINANG,P. 045 - BUKIT MERTAJAM,GUI GUAT LYE,BN,"10,907",
PULAU PINANG,P. 046 - BATU KAWAN,JAYANTHI DEVI A/P BALAGURU,BN,"9,130",
PULAU PINANG,P. 046 - BATU KAWAN,OOI KHAR GIAP,PFP,256,HILANG DEPOSIT
PULAU PINANG,P. 046 - BATU KAWAN,JAY KUMAR A/L BALAKRISHNA,PAS,"2,636",HILANG DEPOSIT
PULAU PINANG,P. 046 - BATU KAWAN,KASTHURIRAANI A/P PATTO,PKR,"42,683",MENANG
PULAU PINANG,P. 047 - NIBONG TEBAL,SHAIK HUSSEIN BIN MYDIN,BN,"19,578",
PULAU PINANG,P. 047 - NIBONG TEBAL,MANSOR BIN OTHMAN,PKR,"35,395",MENANG
PULAU PINANG,P. 047 - NIBONG TEBAL,MOHD HELMI BIN HARUN,PAS,"6,875",HILANG DEPOSIT
PULAU PINANG,P. 047 - NIBONG TEBAL,TAN TEE BENG,BEBAS,331,HILANG DEPOSIT
PULAU PINANG,P. 048 - BUKIT BENDERA,WONG HON WAI,PKR,"50,049",MENANG
PULAU PINANG,P. 048 - BUKIT BENDERA,ANDY YONG KIM SENG,BN,"9,318",
PULAU PINANG,P. 048 - BUKIT BENDERA,TAN GIN THEAM,MU,339,HILANG DEPOSIT
PULAU PINANG,P. 049 - TANJONG,CHOW KON YEOW,PKR,"34,663",MENANG
PULAU PINANG,P. 049 - TANJONG,NG SIEW LAI,BN,"5,064",
PULAU PINANG,P. 050 - JELUTONG,TAN SIM BEE,MU,437,HILANG DEPOSIT
PULAU PINANG,P. 050 - JELUTONG,SANISVARA NETHAJI RAYER A/L RAJAJI,PKR,"50,700",MENANG
PULAU PINANG,P. 050 - JELUTONG,BALJIT SINGH A/L JIGIRI SINGH,BN,"12,529",
PULAU PINANG,P. 051 - BUKIT GELUGOR,LOW JOO HIAP,BN,"9,671",
PULAU PINANG,P. 051 - BUKIT GELUGOR,RAMKARPAL SINGH A/L KARPAL SINGH,PKR,"65,622",MENANG
PULAU PINANG,P. 051 - BUKIT GELUGOR,LAI XUE CHING,MU,412,HILANG DEPOSIT
PULAU PINANG,P. 052 - BAYAN BARU,ISZUREE BIN IBRAHIM,PAS,"8,757",HILANG DEPOSIT
PULAU PINANG,P. 052 - BAYAN BARU,SIM TZE TZIN,PKR,"51,555",MENANG
PULAU PINANG,P. 052 - BAYAN BARU,CHUAH SENG GUAN,BN,"13,804",
PULAU PINANG,P. 052 - BAYAN BARU,YIM BOON LEONG,MU,733,HILANG DEPOSIT
PULAU PINANG,P. 053 - BALIK PULAU,MUHAMMAD IMRAN BIN MUHAMMAD SA'AD,PAS,"5,298",HILANG DEPOSIT
PULAU PINANG,P. 053 - BALIK PULAU,MUHAMMAD BAKHTIAR BIN WAN CHIK,PKR,"25,471",MENANG
PULAU PINANG,P. 053 - BALIK PULAU,HILMI BIN YAHAYA,BN,"19,007",
SABAH,P. 167 - KUDAT,DATUK ABD RAHIM BIN BAKRI,BN,"18,503",MENANG
SABAH,P. 167 - KUDAT,MOHD ASHRAF CHIN ABDULLAH,PPRS,"1,432",HILANG DEPOSIT
SABAH,P. 167 - KUDAT,SH AZMAN BIN SH ALONG,WARISAN,"17,144",
SABAH,P. 168 - KOTA MARUDU,JOHNITY @ MAXIMUS BIN ONGKILI,BN,"13,033",MENANG
SABAH,P. 168 - KOTA MARUDU,BARLUS BIN MANGABIS,WARISAN,"7,113",
SABAH,P. 168 - KOTA MARUDU,PAUL BIN PORODONG,PCS,"2,501",HILANG DEPOSIT
SABAH,P. 168 - KOTA MARUDU,MAIJOL BIN MAHAP,HR,"11,259",
SABAH,P. 169 - KOTA BELUD,DATUK SERI PANGLIMA MD SALLEH MD SAID,BN,"19,167",
SABAH,P. 169 - KOTA BELUD,MIASIN@AIMADUDDIN BIN MION,HR,"2,092",HILANG DEPOSIT
SABAH,P. 169 - KOTA BELUD,LAIMAN BIN IKIN @ AG LAIMAN B.KAKIMIN,PAS,"1,410",HILANG DEPOSIT
SABAH,P. 169 - KOTA BELUD,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,WARISAN,"23,429",MENANG
SABAH,P. 170 - TUARAN,CHRISNADIA BINTI SINAM,PKR,"14,870",
SABAH,P. 170 - TUARAN,MADIUS BIN TANGAU,BN,"22,494",MENANG
SABAH,P. 170 - TUARAN,PAUMIN @ MOHD AMINUDDIN BIN ALING,PAS,"1,357",HILANG DEPOSIT
SABAH,P. 170 - TUARAN,KALAKAU @ KALAKAN BIN UNTOL @ ENTOL,PCS,"2,611",HILANG DEPOSIT
SABAH,P. 170 - TUARAN,SYRA PETER @ P GOM,HR,"2,311",HILANG DEPOSIT
SABAH,P. 171 - SEPANGGAR,ROBERT SOPINING,PCS,971,HILANG DEPOSIT
SABAH,P. 171 - SEPANGGAR,ABD RAHMAN BIN DAHLAN,BN,"15,436",
SABAH,P. 171 - SEPANGGAR,JEFFREY KUMIN,SAPP,"2,958",HILANG DEPOSIT
SABAH,P. 171 - SEPANGGAR,MOHD AZIS BIN JAMMAN,WARISAN,"28,420",MENANG
SABAH,P. 172 - KOTA KINABALU,CHAN FOONG HIN,DAP,"31,632",MENANG
SABAH,P. 172 - KOTA KINABALU,LEE HAN KYUN @ JOSEPH LEE,BN,"7,546",
SABAH,P. 172 - KOTA KINABALU,YONG TECK LEE,SAPP,"3,132",HILANG DEPOSIT
SABAH,P. 173 - PUTATAN,JIVOL @ EDMUND BIN DOUDILIM,HR,"1,755",HILANG DEPOSIT
SABAH,P. 173 - PUTATAN,ZULZAIM HILMEE BIN ABIDIN,PAS,"2,434",HILANG DEPOSIT
SABAH,P. 173 - PUTATAN,AWANG HUSAINI BIN SAHARI,PKR,"14,106",MENANG
SABAH,P. 173 - PUTATAN,MIL KUSIN BIN ABDILLAH,ANAKNEGERI,728,HILANG DEPOSIT
SABAH,P. 173 - PUTATAN,MAKIN @ MARCUS MAJIGOH,BN,"11,767",
SABAH,P. 174 - PENAMPANG,IGNATIUS DORELL LEIKING,WARISAN,"32,470",MENANG
SABAH,P. 174 - PENAMPANG,CLEFTUS STEPHEN SPINE ,SOLIDARITI,"1,196",HILANG DEPOSIT
SABAH,P. 174 - PENAMPANG,CEASAR MANDELA MALAKUN,BN,"8,997",
SABAH,P. 174 - PENAMPANG,EDWIN @ JACK BOSI,ANAKNEGERI,445,HILANG DEPOSIT
SABAH,P. 175 - PAPAR,ELBERT BIN SIKUIL,PCS,481,HILANG DEPOSIT
SABAH,P. 175 - PAPAR,JAMIL BIN WILLIAM CORE,SOLIDARITI,892,HILANG DEPOSIT
SABAH,P. 175 - PAPAR,DATUK ROSNAH BINTI HJ ABD RASHID SHIRLIN,BN,"17,069",
SABAH,P. 175 - PAPAR,AHMAD BIN HASSAN,WARISAN,"17,394",MENANG
SABAH,P. 176 - KIMANIS,KARIM BIN BUJANG,WARISAN,"11,786",
SABAH,P. 176 - KIMANIS,JAAFAR BIN ISMAIL,HR,"1,300",HILANG DEPOSIT
SABAH,P. 176 - KIMANIS,ANIFAH BIN AMAN @ HANIFF AMMAN ,BN,"11,942",MENANG
SABAH,P. 177 - BEAUFORT,DATUK AZIZAH BINTI MOHD DUN,BN,"11,354",MENANG
SABAH,P. 177 - BEAUFORT,LAJIM BIN UKIN,HR,"8,023",
SABAH,P. 177 - BEAUFORT,JOHAN @ CHRISTOPHER BIN OT GHANI,PKR,"7,835",
SABAH,P. 178 - SIPITANG,NOOR HAYATY BINTI MUSTAPHA,WARISAN,"11,186",
SABAH,P. 178 - SIPITANG,DAYANG AEZZY BINTI LIMAN,HR,"1,547",HILANG DEPOSIT
SABAH,P. 178 - SIPITANG,YAMANI HAFEZ BIN MUSA,BN,"12,038",MENANG
SABAH,P. 179 - RANAU,ANDAU BIN YASUN @ BRUNO,PCS,"1,110",HILANG DEPOSIT
SABAH,P. 179 - RANAU,SOUDI @ SAMI BIN ANDANG,SOLIDARITI,"3,148",HILANG DEPOSIT
SABAH,P. 179 - RANAU,EWON BIN EBIN,BN,"13,804",
SABAH,P. 179 - RANAU,JONATHAN BIN YASIN,PKR,"14,880",MENANG
SABAH,P. 180 - KENINGAU,DANIEL BIN KINSIK,BN,"12,742",
SABAH,P. 180 - KENINGAU,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,SOLIDARITI,"13,286",MENANG
SABAH,P. 180 - KENINGAU,JIKULIN NOINTIN @ ANASTASIUS,WARISAN,"13,241",
SABAH,P. 180 - KENINGAU,JIUS BIN AWANG,PCS,433,HILANG DEPOSIT
SABAH,P. 180 - KENINGAU,MAIMIN BIN RIJAN,BEBAS,248,HILANG DEPOSIT
SABAH,P. 180 - KENINGAU,JUSTIN BIN GUKA,BEBAS,199,HILANG DEPOSIT
SABAH,P. 181 - TENOM,NOORITA BINTI SUAL,DAP,"11,363",MENANG
SABAH,P. 181 - TENOM,RUBIN BIN BALANG,BN,"10,230",
SABAH,P. 181 - TENOM,LAIMOI @ YUSLINAH BINTI LAIKIM,HR,645,HILANG DEPOSIT
SABAH,P. 182 - PENSIANGAN,JOH BIN JIMMY @ RICHARD JOE JIMMY,SOLIDARITI,"2,839",HILANG DEPOSIT
SABAH,P. 182 - PENSIANGAN,ARTHUR JOSEPH KURUP ,BN,"11,783",MENANG
SABAH,P. 182 - PENSIANGAN,MAIDIN BIN ATAK @ MAIDIN HAJI OSMAN,PCS,212,HILANG DEPOSIT
SABAH,P. 182 - PENSIANGAN,ENGAH BIN SINTAN @ DAHLAN BIN ABDULLAH,BEBAS,65,HILANG DEPOSIT
SABAH,P. 182 - PENSIANGAN,RAYMOND BIN AHUAR,PKR,"9,469",
SABAH,P. 183 - BELURAN,DATUK RONALD KIANDEE,BN,"13,007",MENANG
SABAH,P. 183 - BELURAN,SALIMAH BINTI OYONG,BEBAS,246,HILANG DEPOSIT
SABAH,P. 183 - BELURAN,TOIDY LUIT,PCS,284,HILANG DEPOSIT
SABAH,P. 183 - BELURAN,SIPIN BIN KADANDI,HR,996,HILANG DEPOSIT
SABAH,P. 183 - BELURAN,JAPAR BIN ZAIRUN,WARISAN,"5,892",
SABAH,P. 183 - BELURAN,LEM @ SALIM BIN MATIN,PPRS,273,HILANG DEPOSIT
SABAH,P. 184 - LIBARAN,DATUK ZAKARIA BIN MOHD. EDRIS @ TUBAU,BN,"17,799",MENANG
SABAH,P. 184 - LIBARAN,ALFIAN BIN MANSYUR,HR,"1,223",HILANG DEPOSIT
SABAH,P. 184 - LIBARAN,IRWANSHAH BIN MUSTAPA,WARISAN,"17,121",
SABAH,P. 185 - BATU SAPI,NORSAH BINTI BONGSU,PAS,948,HILANG DEPOSIT
SABAH,P. 185 - BATU SAPI,TSEN THAU LIN,BN,"8,357",
SABAH,P. 185 - BATU SAPI,LIEW VUI KEONG,WARISAN,"12,976",MENANG
SABAH,P. 185 - BATU SAPI,HAMZA BIN A. ABDULLAH @ HAMZAH,AMANAH,980,HILANG DEPOSIT
SABAH,P. 186 - SANDAKAN,LIM MING HOO,BN,"8,996",
SABAH,P. 186 - SANDAKAN,WONG TIEN FATT @ WONG NYUK FOH,DAP,"19,094",MENANG
SABAH,P. 187 - KINABATANGAN,DATO ' SRI MOKTAR BIN RADIN,BN,"14,465",MENANG
SABAH,P. 187 - KINABATANGAN,MUSTAPA BIN DATU TAMBUYONG,HR,"2,066",HILANG DEPOSIT
SABAH,P. 187 - KINABATANGAN,M A GHAZALI BIN ABDUL GHANI,WARISAN,"4,987",
SABAH,P. 188 - SILAM,MOHAMADDIN BIN KETAPI,WARISAN,"23,352",MENANG
SABAH,P. 188 - SILAM,RAMLI BIN PATARUDDIN ,PAS,"1,431",HILANG DEPOSIT
SABAH,P. 188 - SILAM,SITI SHAZIANTI BINTI AJAK,HR,"1,306",HILANG DEPOSIT
SABAH,P. 188 - SILAM,DATU NASRUN BIN DATU MANSUR,BN,"16,951",
SABAH,P. 189 - SEMPORNA,DATUK RAMLEE BIN MARAHABAN,BN,"6,135",
SABAH,P. 189 - SEMPORNA,ABDUL NASIR BIN AB RAUP,PAS,384,HILANG DEPOSIT
SABAH,P. 189 - SEMPORNA,MOHD SHAFIE BIN APDAL,WARISAN,"26,809",MENANG
SABAH,P. 189 - SEMPORNA,ASMARA BIN ASMAD,HR,98,HILANG DEPOSIT
SABAH,P. 190 - TAWAU,MOHAMAD BIN HUSAIN,PAS,"2,518",HILANG DEPOSIT
SABAH,P. 190 - TAWAU,ALIZAMAN BIN JIJURAHMAN,HR,"2,162",HILANG DEPOSIT
SABAH,P. 190 - TAWAU,YAP KAIN CHING @ MARY YAP KEN JIN,BN,"16,673",
SABAH,P. 190 - TAWAU,LIEW CHIN JIN,PKR,"21,400",MENANG
SABAH,P. 191 - KALABAKAN,NORBIN BIN ALOH,PAS,"2,813",HILANG DEPOSIT
SABAH,P. 191 - KALABAKAN,MA'MUN BIN SULAIMAN,WARISAN,"18,486",MENANG
SABAH,P. 191 - KALABAKAN,AHMAD BIN LAHAMA,PPRS,311,HILANG DEPOSIT
SABAH,P. 191 - KALABAKAN,DATUK SERI PANGLIMA ABDUL GHAPUR BIN SALLEH,BN,"15,299",
SARAWAK,P. 192 - MAS GADING,NOGEH ANAK GUMBEK,BN,"9,747",
SARAWAK,P. 192 - MAS GADING,MORDI ANAK BIMOL,DAP,"12,771",MENANG
SARAWAK,P. 193 - SANTUBONG,MOHAMAD FIDZUAN BIN ZAIDI,PKR,"6,894",
SARAWAK,P. 193 - SANTUBONG,WAN JUNAIDI BIN TUANKU JAAFAR,BN,"26,379",MENANG
SARAWAK,P. 194 - PETRA JAYA,HAMDAN BIN SANI,PAS,"1,350",HILANG DEPOSIT
SARAWAK,P. 194 - PETRA JAYA,NOR IRWAN BIN AHMAT NOR,PKR,"13,289",
SARAWAK,P. 194 - PETRA JAYA,FADILLAH BIN YUSOF,BN,"28,306",MENANG
SARAWAK,P. 195 - BANDAR KUCHING,KHO TECK WAN,BN,"12,575",
SARAWAK,P. 195 - BANDAR KUCHING,KELVIN YII LEE WUEN,DAP,"48,548",MENANG
SARAWAK,P. 196 - STAMPIN,SIM KUI HIAN,BN,"18,839",
SARAWAK,P. 196 - STAMPIN,CHONG CHIENG JEN,DAP,"33,060",MENANG
SARAWAK,P. 197 - KOTA SAMARAHAN,RUBIAH BINTI WANG,BN,"25,070",MENANG
SARAWAK,P. 197 - KOTA SAMARAHAN,SOPIAN BIN JULAIHI,PKR,"8,078",
SARAWAK,P. 197 - KOTA SAMARAHAN,ZULKIPLI BIN RAMZI,PAS,"2,719",HILANG DEPOSIT
SARAWAK,P. 198 - PUNCAK BORNEO,BULN ANAK PATRICK RIBOS,STAR,795,HILANG DEPOSIT
SARAWAK,P. 198 - PUNCAK BORNEO,GENOT ANAK SINEL @ JEANNOTH SINEL,BN,"14,860",
SARAWAK,P. 198 - PUNCAK BORNEO,WILLIE ANAK MONGIN,PKR,"18,865",MENANG
SARAWAK,P. 199 - SERIAN,RICHARD RIOT ANAK JAEM,BN,"17,545",MENANG
SARAWAK,P. 199 - SERIAN,EDWARD ANAK ANDREW LUWAK @ EDWARD LUWAK,DAP,"7,640",
SARAWAK,P. 199 - SERIAN,SENIOR ANAK WILLIAM RADE,BEBAS,"2,234",HILANG DEPOSIT
SARAWAK,P. 200 - BATANG SADONG,ASAN BIN SINGKRO,PAS,978,HILANG DEPOSIT
SARAWAK,P. 200 - BATANG SADONG,NANCY BINTI SHUKRI,BN,"14,208",MENANG
SARAWAK,P. 200 - BATANG SADONG,OTHMAN BIN MUSTAPHA @ MOS,PKR,"1,880",HILANG DEPOSIT
SARAWAK,P. 201 - BATANG LUPAR,ROHANI BINTI ABDUL KARIM,BN,"14,204",MENANG
SARAWAK,P. 201 - BATANG LUPAR,NARUDIN BIN MENTALI,PKR,"2,020",HILANG DEPOSIT
SARAWAK,P. 201 - BATANG LUPAR,WAN ABDILLAH BIN WAN AHMAD,PAS,"3,927",
SARAWAK,P. 202 - SRI AMAN,MASIR ANAK KUJAT,BN,"14,141",MENANG
SARAWAK,P. 202 - SRI AMAN,NORINA UMOI ANAK UTOT,PKR,"8,321",
SARAWAK,P. 202 - SRI AMAN,COBBOLD ANAK LUSOI,PBDSB,538,HILANG DEPOSIT
SARAWAK,P. 203 - LUBOK ANTU,ROBERT PASANG ANAK ALAM,BN,"4,775",
SARAWAK,P. 203 - LUBOK ANTU,NICHOLAS BAWIN ANAK ANGGAT,PKR,"3,942",
SARAWAK,P. 203 - LUBOK ANTU,TAMBAT @ JUGAH AK MUYANG,BEBAS,"5,834",MENANG
SARAWAK,P. 204 - BETONG,ROBERT LAWSON CHUAT ,BN,"12,517",MENANG
SARAWAK,P. 204 - BETONG,NOEL CHANGGAI BUCKING,PKR,"3,802",
SARAWAK,P. 204 - BETONG,ABANG AHMAD BIN ABANG SUNI,BEBAS,"4,401",
SARAWAK,P. 205 - SARATOK,JAGAH @ SUBENG ANAK MULA,BN,"10,859",
SARAWAK,P. 205 - SARATOK,ALI ANAK BIJU ,PKR,"11,848",MENANG
SARAWAK,P. 206 - TANJONG MANIS,MOHAMAD FADILLAH BIN SABALI,PKR,"2,728",
SARAWAK,P. 206 - TANJONG MANIS,YUSUF BIN ABD WAHAB,BN,"11,402",MENANG
SARAWAK,P. 207 - IGAN,AHMAD JOHNIE BIN ZAWAWI,BN,"10,538",MENANG
SARAWAK,P. 207 - IGAN,ANDRI ZULKARNAEN BIN HAMDEN,PKR,"2,043",
SARAWAK,P. 208 - SARIKEI,HUANG TIONG SII,BN,"13,757",
SARAWAK,P. 208 - SARIKEI,WONG CHIN KING,PBK,392,HILANG DEPOSIT
SARAWAK,P. 208 - SARIKEI,WONG LING BIU,DAP,"16,327",MENANG
SARAWAK,P. 209 - JULAU,JOSEPH SALANG ANAK GANDUM,BN,"8,174",
SARAWAK,P. 209 - JULAU,LARRY SOON @ LARRY SNG WEI SHIEN,BEBAS,"10,105",MENANG
SARAWAK,P. 210 - KANOWIT,AGO ANAK DAGANG,BN,"9,552",MENANG
SARAWAK,P. 210 - KANOWIT,SATU ANAK ANCHOM,PKR,"5,240",
SARAWAK,P. 211 - LANANG,KONG SIEN CHIU,BN,"15,359",
SARAWAK,P. 211 - LANANG,ALICE LAU KIONG YIENG,DAP,"29,905",MENANG
SARAWAK,P. 211 - LANANG,PRISCILLA LAU,PEACE,628,HILANG DEPOSIT
SARAWAK,P. 212 - SIBU,TIONG ING TUNG,STAR,176,HILANG DEPOSIT
SARAWAK,P. 212 - SIBU,WONG KEE YEW,BN,"22,389",
SARAWAK,P. 212 - SIBU,OSCAR LING CHAI YEW,DAP,"33,811",MENANG
SARAWAK,P. 212 - SIBU,TIEW YEN HOUNG,PEACE,377,HILANG DEPOSIT
SARAWAK,P. 213 - MUKAH,HANIFAH HAJAR TAIB,BN,"13,853",MENANG
SARAWAK,P. 213 - MUKAH,ABDUL JALIL BIN BUJANG,PKR,"6,853",
SARAWAK,P. 214 - SELANGAU,BARU BIAN,PKR,"11,228",MENANG
SARAWAK,P. 214 - SELANGAU,RITA SARIMAH ANAK PATRICK INSOL,BN,"10,742",
SARAWAK,P. 215 - KAPIT,ALEXANDER NANTA LINGGI,BN,"14,302",MENANG
SARAWAK,P. 215 - KAPIT,PAREN ANAK NYAWI,DAP,"3,823",
SARAWAK,P. 216 - HULU RAJANG,UGAK ANAK KUMBONG,BN,"11,834",MENANG
SARAWAK,P. 216 - HULU RAJANG,ABUN SUI ANYIT,PKR,"5,519",
SARAWAK,P. 217 - BINTULU,CHIENG LEA PHING,STAR,328,HILANG DEPOSIT
SARAWAK,P. 217 - BINTULU,TIONG KING SING,BN,"27,076",MENANG
SARAWAK,P. 217 - BINTULU,CHIEW CHAN YEW,DAP,"20,054",
SARAWAK,P. 218 - SIBUTI,LUKANISMAN BIN AWANG SAUNI,BN,"12,214",MENANG
SARAWAK,P. 218 - SIBUTI,JEMAT PANJANG,PKR,"8,538",
SARAWAK,P. 218 - SIBUTI,ZULAIHI BIN BAKAR,PAS,"1,617",HILANG DEPOSIT
SARAWAK,P. 219 - MIRI,SEBASTIAN TING CHIEW YEW,BN,"22,076",
SARAWAK,P. 219 - MIRI,MICHAEL TEO YU KENG,PKR,"35,739",MENANG
SARAWAK,P. 220 - BARAM,ROLAND ENGAN,PKR,"10,181",
SARAWAK,P. 220 - BARAM,ANYI NGAU,BN,"12,171",MENANG
SARAWAK,P. 221 - LIMBANG,HASBI BIN HABIBOLLAH,BN,"12,589",MENANG
SARAWAK,P. 221 - LIMBANG,RICARDO OSMUND YAMPIL BABA,PKR,"4,879",
SARAWAK,P. 222 - LAWAS,HENRY SUM AGONG,BN,"10,037",MENANG
SARAWAK,P. 222 - LAWAS,MOHAMAD BIN HAJI BRAHIM,BEBAS,176,HILANG DEPOSIT
SARAWAK,P. 222 - LAWAS,DANNY PIRI,PKR,"4,037",
SELANGOR,P. 092 - SABAK BERNAM,MOHD FASIAH BIN MOHD FAKEH,BN,"12,862",MENANG
SELANGOR,P. 092 - SABAK BERNAM,MUHAMMAD LABIB BIN ABD JALIL ,PAS,"9,300",
SELANGOR,P. 092 - SABAK BERNAM,WARNO BIN DOGOL ,PKR,"11,188",
SELANGOR,P. 093 - SUNGAI BESAR,BUDIMAN BIN MOHD ZOHDI,BN,"16,636",
SELANGOR,P. 093 - SUNGAI BESAR,MOHAMED SALLEH BIN M HUSIN,PAS,"7,220",
SELANGOR,P. 093 - SUNGAI BESAR,MUSLIMIN BIN YAHAYA,PKR,"17,350",MENANG
SELANGOR,P. 094 - HULU SELANGOR,KUMAR A/L S.PARAMASIVAM,BEBAS,426,HILANG DEPOSIT
SELANGOR,P. 094 - HULU SELANGOR,P.KAMALANATHAN A/L P.PANCHANATHAN,BN,"27,392",
SELANGOR,P. 094 - HULU SELANGOR,LEOW HSIAD HUI,PKR,"40,783",MENANG
SELANGOR,P. 094 - HULU SELANGOR,WAN MAT BIN SULAIMAN,PAS,"16,620",
SELANGOR,P. 095 - TANJONG KARANG,NOH BIN OMAR,BN,"17,596",MENANG
SELANGOR,P. 095 - TANJONG KARANG,NOR AZ AZLAN BIN AHMAD,PAS,"7,276",
SELANGOR,P. 095 - TANJONG KARANG,ZULKAFPERI BIN HANAPI,PKR,"15,626",
SELANGOR,P. 096 - KUALA SELANGOR,IRMOHIZAM BIN IBRAHIM,BN,"21,344",
SELANGOR,P. 096 - KUALA SELANGOR,DZULKEFLY BIN AHMAD,PKR,"29,842",MENANG
SELANGOR,P. 096 - KUALA SELANGOR,MOHD FAKARUDDIN BIN ISMAIL,PAS,"8,535",
SELANGOR,P. 097 - SELAYANG,KANG MENG FUAT,BN,"19,501",
SELANGOR,P. 097 - SELAYANG,WILLIAM LEONG JEE KEEN,PKR,"60,158",MENANG
SELANGOR,P. 097 - SELAYANG,HASHIM BIN ABDUL KARIM,PAS,"18,343",
SELANGOR,P. 098 - GOMBAK,MOHAMED AZMIN BIN ALI,PKR,"75,113",MENANG
SELANGOR,P. 098 - GOMBAK,DATUK ABDUL RAHIM BIN PANDAK KAMARUDIN,BN,"26,392",
SELANGOR,P. 098 - GOMBAK,KHAIRIL NIZAM BIN KHIRUDIN,PAS,"17,537",
SELANGOR,P. 099 - AMPANG,ZURAIDA BINTI KAMARUDDIN,PKR,"54,307",MENANG
SELANGOR,P. 099 - AMPANG,LEONG KIM SOON,BN,"12,351",
SELANGOR,P. 099 - AMPANG,NURUL ISLAM BIN MOHAMED YUSOFF,PAS,"9,598",
SELANGOR,P. 099 - AMPANG,TAN HUA MENG,PRM,294,HILANG DEPOSIT
SELANGOR,P. 100 - PANDAN,MOHAMED SUKRI BIN OMAR,PAS,"8,336",HILANG DEPOSIT
SELANGOR,P. 100 - PANDAN,LEONG KOK WEE,BN,"12,190",
SELANGOR,P. 100 - PANDAN,WAN AZIZAH BINTI WAN ISMAIL,PKR,"64,733",MENANG
SELANGOR,P. 100 - PANDAN,LEE YING HA,PRM,442,HILANG DEPOSIT
SELANGOR,P. 100 - PANDAN,MOHD KHAIRUL AZAM BIN ABDUL AZIZ,BEBAS,73,HILANG DEPOSIT
SELANGOR,P. 101 - HULU LANGAT,AZMAN BIN AHMAD,BN,"23,580",
SELANGOR,P. 101 - HULU LANGAT,CHE ROSLI BIN CHE MAT,PAS,"15,663",
SELANGOR,P. 101 - HULU LANGAT,HASANUDDIN BIN MOHD YUNUS,PKR,"49,004",MENANG
SELANGOR,P. 102 - BANGI,LIEW YUEN KEONG,BN,"19,766",
SELANGOR,P. 102 - BANGI,MOHD SHAFIE BIN NGAH,PAS,"33,789",
SELANGOR,P. 102 - BANGI,WAN JINN WOEI,PRM,215,HILANG DEPOSIT
SELANGOR,P. 102 - BANGI,ONG KIAN MING,PKR,"102,557",MENANG
SELANGOR,P. 103 - PUCHONG,MOHAMAD ROSHARIZAN BIN MOHD ROZLAN,PAS,"10,255",HILANG DEPOSIT
SELANGOR,P. 103 - PUCHONG,ANG CHIN TAT,BN,"12,794",
SELANGOR,P. 103 - PUCHONG,GOBIND SINGH DEO,PKR,"60,429",MENANG
SELANGOR,P. 104 - SUBANG,TAN SEONG LIM,BN,"12,077",HILANG DEPOSIT
SELANGOR,P. 104 - SUBANG,MOHD SHAHIR BIN MOHD ADNAN,PAS,"9,025",HILANG DEPOSIT
SELANGOR,P. 104 - SUBANG,WONG CHEN,PKR,"104,430",MENANG
SELANGOR,P. 104 - SUBANG,TOH SIN WAH,BEBAS,173,HILANG DEPOSIT
SELANGOR,P. 105 - PETALING JAYA ,MARIA CHIN BINTI ABDULLAH,PKR,"78,984",MENANG
SELANGOR,P. 105 - PETALING JAYA ,CHEW HIAN TAT,BN,"21,847",
SELANGOR,P. 105 - PETALING JAYA ,NORAINI BINTI HUSSIN ,PAS,"14,448",
SELANGOR,P. 106 - DAMANSARA,HO KWOK XHENG,BN,"14,380",HILANG DEPOSIT
SELANGOR,P. 106 - DAMANSARA,PUA KIAM WEE,PKR,"121,283",MENANG
SELANGOR,P. 106 - DAMANSARA,'DATO' WONG MUN KHEONG,PRM,617,HILANG DEPOSIT
SELANGOR,P. 107 - SUNGAI BULOH,SIVARASA A/L K.RASIAH,PKR,"43,631",MENANG
SELANGOR,P. 107 - SUNGAI BULOH,NURIDAH BINTI MOHD SALLEH,PAS,"16,997",
SELANGOR,P. 107 - SUNGAI BULOH,PAKAS RAO A/L APPLANAIDOO,BN,"16,681",
SELANGOR,P. 107 - SUNGAI BULOH,ZAINURRIZZAMAN BIN MOHRAM,PSM,642,HILANG DEPOSIT
