NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI ,STATUS
SELANGOR,P. 108 - SHAH ALAM,AZHARI BIN SHAARI,BN,"22,100",
SELANGOR,P. 108 - SHAH ALAM,MOHD ZUHDI BIN MARSUKI,PAS,"15,194",
SELANGOR,P. 108 - SHAH ALAM,KHALID BIN ABD SAMAD,PKR,"55,949",MENANG
SELANGOR,P. 109 - KAPAR,ABDULLAH SANI BIN ABDUL HAMID,PKR,"47,731",MENANG
SELANGOR,P. 109 - KAPAR,MOHANA A/P MUNIANDY RAMAN,BN,"26,412",
SELANGOR,P. 109 - KAPAR,MANIKAVASAGAM A/L SUNDARAM,PRM,525,HILANG DEPOSIT
SELANGOR,P. 109 - KAPAR,ABD RANI BIN OSMAN,PAS,"31,425",
SELANGOR,P. 110 - KLANG,KHAIRUL SHAH BIN ABDULLAH,PAS,"9,169",HILANG DEPOSIT
SELANGOR,P. 110 - KLANG,CHING EU BOON,BN,"19,506",
SELANGOR,P. 110 - KLANG,CHARLES ANTHONY A/L R.SANTIAGO ,PKR,"98,279",MENANG
SELANGOR,P. 110 - KLANG,PUVANANDERAN A/L GANASAMOORTHY,BEBAS,120,HILANG DEPOSIT
SELANGOR,P. 111 - KOTA RAJA,V.GUNALAN A/L VELU,BN,"17,874",
SELANGOR,P. 111 - KOTA RAJA,MOHAMED DIAH BIN BAHARUN,PAS,"19,555",
SELANGOR,P. 111 - KOTA RAJA,MOHAMAD BIN SABU,PKR,"90,697",MENANG
SELANGOR,P. 112 - KUALA LANGAT,YAHYA BIN BABA,PAS,"18,731",
SELANGOR,P. 112 - KUALA LANGAT,XAVIER JAYAKUMAR A/L ARULANANDAM,PKR,"43,239",MENANG
SELANGOR,P. 112 - KUALA LANGAT,SHAHRIL SUFIAN BIN HAMDAN,BN,"26,127",
SELANGOR,P. 113 - SEPANG,MARSUM BIN PAING,BN,"28,035",
SELANGOR,P. 113 - SEPANG,MOHAMED HANIPA BIN MAIDIN,PKR,"46,740",MENANG
SELANGOR,P. 113 - SEPANG,SABIRIN BIN MARSONO,PAS,"15,882",
TERENGGANU,P. 033 - BESUT,WAN NAZARI BIN WAN JUSOH,PKR,"6,864",HILANG DEPOSIT
TERENGGANU,P. 033 - BESUT,IDRIS BIN JUSOH,BN,"34,335",MENANG
TERENGGANU,P. 033 - BESUT,RIDUAN BIN MOHAMAD NOR,PAS,"29,736",
TERENGGANU,P. 034 - SETIU,MOHD JIDIN BIN SHAFEE,BN,"32,218",
TERENGGANU,P. 034 - SETIU,MOHD FAUDZI BIN MUSA,PKR,"4,740",HILANG DEPOSIT
TERENGGANU,P. 034 - SETIU,SHAHARIZUKIRNAIN BIN ABD KADIR,PAS,"35,020",MENANG
TERENGGANU,P. 035 - KUALA NERUS,TENGKU ASMADI BIN TENGKU MOHAMAD,BN,"29,527",
TERENGGANU,P. 035 - KUALA NERUS,MOHD KHAIRUDDIN BIN AMAN RAZALI,PAS,"37,974",MENANG
TERENGGANU,P. 035 - KUALA NERUS,ABDULLAH BIN MOHAMED,PKR,"4,604",HILANG DEPOSIT
TERENGGANU,P. 036 - KUALA TERENGGANU,RAJA KAMARUL BAHRIN SHAH ,PKR,"15,380",
TERENGGANU,P. 036 - KUALA TERENGGANU,WAN NAWAWI BIN HAJI WAN ISMAIL,BN,"28,215",
TERENGGANU,P. 036 - KUALA TERENGGANU,AHMAD AMZAD BIN MOHAMED @ HASHIM,PAS,"42,988",MENANG
TERENGGANU,P. 037 - MARANG,MOHAMAD NOR BIN ENDOT,BN,"31,795",
TERENGGANU,P. 037 - MARANG,ABDUL HADI BIN AWANG,PAS,"53,749",MENANG
TERENGGANU,P. 037 - MARANG,ZARAWI BIN SULONG,PKR,"5,138",HILANG DEPOSIT
TERENGGANU,P. 038 - HULU TERENGGANU,RAZALI BIN IDRIS,PKR,"3,364",HILANG DEPOSIT
TERENGGANU,P. 038 - HULU TERENGGANU,ROSOL BIN WAHID,BN,"30,925",MENANG
TERENGGANU,P. 038 - HULU TERENGGANU,MUHYIDIN BIN ABDUL RASHID,PAS,"28,057",
TERENGGANU,P. 039 - DUNGUN,WAN HASSAN BIN MOHD RAMLI ,PAS,"40,850",MENANG
TERENGGANU,P. 039 - DUNGUN,DIN BIN ADAM,BN,"27,731",
TERENGGANU,P. 039 - DUNGUN,ABD RAHMAN BIN YUSOF ,PKR,"6,833",HILANG DEPOSIT
TERENGGANU,P. 040 - KEMAMAN,AHD SHABERY BIN CHEEK,BN,"37,715",
TERENGGANU,P. 040 - KEMAMAN,MOHD. HUZAIFAH BIN MD. SUHAIMI,PKR,"12,911",
TERENGGANU,P. 040 - KEMAMAN,CHE ALIAS BIN HAMID,PAS,"39,878",MENANG
WP KUALA LUMPUR,P. 114 - KEPONG,ONG SIANG LIANG,BN,"4,888",HILANG DEPOSIT
WP KUALA LUMPUR,P. 114 - KEPONG,LIM LIP ENG,PKR,"56,516",MENANG
WP KUALA LUMPUR,P. 115 - BATU,VM PANJAMOTHY A/L MUTHUSAMY,BEBAS,383,HILANG DEPOSIT
WP KUALA LUMPUR,P. 115 - BATU,DOMINIC LAU HOE CHAI,BN,"13,687",
WP KUALA LUMPUR,P. 115 - BATU,AZHAR BIN YAHYA,PAS,"10,610",
WP KUALA LUMPUR,P. 115 - BATU,PRABAKARAN A/L M PARAMESWARAN,BEBAS,"38,125",MENANG
WP KUALA LUMPUR,P. 116 - WANGSA MAJU,RAZALI BIN TUMIRIN,PAS,"13,490",
WP KUALA LUMPUR,P. 116 - WANGSA MAJU,YEW TEONG LOOK,BN,"17,940",
WP KUALA LUMPUR,P. 116 - WANGSA MAJU,DR.TAN YEE KEW,PKR,"42,178",MENANG
WP KUALA LUMPUR,P. 117 - SEGAMBUT,MOHD SOLLEH BIN AB RAZAK,PAS,"4,181",HILANG DEPOSIT
WP KUALA LUMPUR,P. 117 - SEGAMBUT,YEOH TSEOW SUAN,PKR,"53,124",MENANG
WP KUALA LUMPUR,P. 117 - SEGAMBUT,LOGA BALA MOHAN A/L JAGANATHAN ,BN,"7,422",HILANG DEPOSIT
WP KUALA LUMPUR,P. 118 - SETIAWANGSA,ZULHASNAN BIN RAFIQUE,BN,"20,099",
WP KUALA LUMPUR,P. 118 - SETIAWANGSA,NIK NAZMI BIN NIK AHMAD,PKR,"34,471",MENANG
WP KUALA LUMPUR,P. 118 - SETIAWANGSA,UBAID BIN ABD AKLA,PAS,"6,282",HILANG DEPOSIT
WP KUALA LUMPUR,P. 119 - TITIWANGSA,MOHAMAD NOOR BIN MOHAMAD,PAS,"6,845",
WP KUALA LUMPUR,P. 119 - TITIWANGSA,RINA BINTI MOHD HARUN,PKR,"23,840",MENANG
WP KUALA LUMPUR,P. 119 - TITIWANGSA,DATUK SERI JOHARI BIN ABDUL GHANI,BN,"19,701",
WP KUALA LUMPUR,P. 120 - BUKIT BINTANG,FONG KUI LUN,PKR,"44,516",MENANG
WP KUALA LUMPUR,P. 120 - BUKIT BINTANG,TAN EAN EAN ,BN,"7,256",
WP KUALA LUMPUR,P. 120 - BUKIT BINTANG,KHAIRUL HUSNI BIN OTHMAN,PFP,636,HILANG DEPOSIT
WP KUALA LUMPUR,P. 121 - LEMBAH PANTAI,RAJA NONG CHIK BIN RAJA ZAINAL ABIDIN,BN,"27,715",
WP KUALA LUMPUR,P. 121 - LEMBAH PANTAI,AHMAD FAHMI BIN MOHAMED FADZIL,PKR,"33,313",MENANG
WP KUALA LUMPUR,P. 121 - LEMBAH PANTAI,FAUZI BIN ABU BAKAR,PAS,"5,277",HILANG DEPOSIT
WP KUALA LUMPUR,P. 122 - SEPUTEH,TERESA KOK SUH SIM,PKR,"63,094",MENANG
WP KUALA LUMPUR,P. 122 - SEPUTEH,CHAN QUIN ER,BN,"7,035",HILANG DEPOSIT
WP KUALA LUMPUR,P. 123 - CHERAS,TAN KOK WAI,PKR,"56,671",MENANG
WP KUALA LUMPUR,P. 123 - CHERAS,HENG SINN YEE,BN,"7,006",HILANG DEPOSIT
WP KUALA LUMPUR,P. 124 - BANDAR TUN RAZAK,ROSNI BINTI ADAM,PAS,"7,884",HILANG DEPOSIT
WP KUALA LUMPUR,P. 124 - BANDAR TUN RAZAK,KAMARUDIN BIN JAFFAR,PKR,"41,126",MENANG
WP KUALA LUMPUR,P. 124 - BANDAR TUN RAZAK,ADNAN BIN SEMAN @ ABDULLAH,BN,"21,196",
WP LABUAN,P. 166 - LABUAN,ROZMAN BIN ISLI,BN,"10,164",MENANG
WP LABUAN,P. 166 - LABUAN,NOOR HALIM BIN ZAINI,WARISAN,"8,714",
WP LABUAN,P. 166 - LABUAN,SITI ZALEHA S.W.IBRAHIM,HR,925,HILANG DEPOSIT
WP LABUAN,P. 166 - LABUAN,AHMAD JUNID @ JUNIT B.MOHD ALING @ ALING,PAS,"1,555",HILANG DEPOSIT
WP PUTRAJAYA,P. 125 - PUTRAJAYA,TENGKU ADNAN BIN TENGKU MANSOR,BN,"12,148",MENANG
WP PUTRAJAYA,P. 125 - PUTRAJAYA,ZAINAL ABIDIN BIN KIDAM,PAS,"3,634",
WP PUTRAJAYA,P. 125 - PUTRAJAYA,SAMSU ADABI BIN MAMAT,PKR,"8,776",
