NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI,STATUS
SABAH,N. 02 - TANJONG KAPOR,TSEN CHOU YIN@THOMAS TSEN CHAU YIN,PCS,481,HILANG DEPOSIT
SABAH,N. 02 - TANJONG KAPOR,ALLAIDLY BINTI POYON,PPRS,446,HILANG DEPOSIT
SABAH,N. 02 - TANJONG KAPOR,CHONG CHEN BIN,WARISAN,"9,124",MENANG
SABAH,N. 03 - PITAS,DATUK BOLKIAH BIN ISMAIL,BN,"5,606",MENANG
SABAH,N. 03 - PITAS,BAKIR BIN MANCAING,HR,"1,527",HILANG DEPOSIT
SABAH,N. 03 - PITAS,DAUSIEH BINTI QUECK @ PARAMAN,PAS,262,HILANG DEPOSIT
SABAH,N. 03 - PITAS,MAKLIN BIN MASIAU,WARISAN,"4,324",
SABAH,N. 03 - PITAS,RAMLAH BINTI NASIR,PKS,508,HILANG DEPOSIT
SABAH,N. 03 - PITAS,PRANSOL TIYING,ANAKNEGERI,400,HILANG DEPOSIT
SABAH,N. 04 - MATUNGGONG,JULITA MOJUNGKI,BN,"6,946",MENANG
SABAH,N. 04 - MATUNGGONG,JORNAH BINTI MOZIHIM,PCS,"1,348",HILANG DEPOSIT
SABAH,N. 04 - MATUNGGONG,SAZALYE DONOL BIN ABDULLAH,PKR,"5,259",
SABAH,N. 04 - MATUNGGONG,RAHIM BIN MADHAKONG,PKS,98,HILANG DEPOSIT
SABAH,N. 04 - MATUNGGONG,MARUNSAI BIN DAWAI,SOLIDARITI,"2,968",
SABAH,N. 05 - TANDEK,LASIAH BARANTING @ ANITA,BN,"8,877",MENANG
SABAH,N. 05 - TANDEK,JOEL BIN MASILUNG,SOLIDARITI,"3,621",
SABAH,N. 05 - TANDEK,BAINTIN BIN ADUN,WARISAN,"4,285",
SABAH,N. 05 - TANDEK,JOHNSON BIN ASSAN @ JOHNSON GABAN,PCS,553,HILANG DEPOSIT
SABAH,N. 06 - TEMPASUK,DATUK MUSBAH BIN JAMLI,BN,"7,742",MENANG
SABAH,N. 06 - TEMPASUK,MUSTAQIM BIN ALING,PAS,521,HILANG DEPOSIT
SABAH,N. 06 - TEMPASUK,MUSTAPHA @ MOHD YUNUS BIN SAKMUD,PKR,"5,478",
SABAH,N. 06 - TEMPASUK,SUWAH BIN BULEH @ BULLEH,SOLIDARITI,"1,494",HILANG DEPOSIT
SABAH,N. 07 - KADAMAIAN,EWON BENEDICK,BN,"6,861",MENANG
SABAH,N. 07 - KADAMAIAN,MAIL BIN BALINU,PCS,764,HILANG DEPOSIT
SABAH,N. 07 - KADAMAIAN,LUKIA BINTI INDAN,PKR,"3,567",
SABAH,N. 07 - KADAMAIAN,RUBBIN BIN GURIBAH,SOLIDARITI,"3,034",
SABAH,N. 07 - KADAMAIAN,SATAIL BIN MANJUNGKAT,PAS,129,HILANG DEPOSIT
SABAH,N. 08 - USUKAN,ABD BAHTRIN @ ABDUL BAHKRIN BIN MOHD YUSOF,WARISAN,"7,513",
SABAH,N. 08 - USUKAN,DATUK JAPLIN BIN AKIM @ ABD HAMID,BN,"8,738",MENANG
SABAH,N. 08 - USUKAN,AMSOR BIN TUAH,BEBAS,70,HILANG DEPOSIT
SABAH,N. 08 - USUKAN,ADZMIN BIN AWANG,PAS,355,HILANG DEPOSIT
SABAH,N. 09 - TAMPARULI,DAUSIL BIN KUNDAYONG,PKR,"4,738",
SABAH,N. 09 - TAMPARULI,MOJILIP BIN BUMBURING @ WILFRED,PCS,"2,541",
SABAH,N. 09 - TAMPARULI,JAHID @ NOORDIN BIN JAHIM,BN,"6,818",MENANG
SABAH,N. 09 - TAMPARULI,SAMIN @ JASMIN BIN DULIN,SOLIDARITI,901,HILANG DEPOSIT
SABAH,N. 10 - SULAMAN,ABDULLAH SANI BIN DAUD,WARISAN,"5,192",
SABAH,N. 10 - SULAMAN,ARIFIN BIN HARITH,HR,467,HILANG DEPOSIT
SABAH,N. 10 - SULAMAN,HAJIJI BIN HAJI NOOR,BN,"12,966",MENANG
SABAH,N. 11 - KIULU,GAIBIN BIN RANSOI,PCS,543,HILANG DEPOSIT
SABAH,N. 11 - KIULU,JONISTON BIN LUMAI @ BANGKUAI,BN,"4,336",MENANG
SABAH,N. 11 - KIULU,TERENCE SINTI ,SOLIDARITI,"2,457",
SABAH,N. 11 - KIULU,JO-ANNA SUE HENLEY RAMPAS,WARISAN,"2,893",
SABAH,N. 12 - KARAMBUNAI,JAINAB BINTI AHMAD,BN,"8,791",
SABAH,N. 12 - KARAMBUNAI,AZHAR BIN MATUSSIN,WARISAN,"14,157",MENANG
SABAH,N. 12 - KARAMBUNAI,ASPAR BIN OYET@ AKBAR,PAS,"1,696",HILANG DEPOSIT
SABAH,N. 12 - KARAMBUNAI,AHSIM @ OYOK BIN JAMAT,SAPP,"1,258",HILANG DEPOSIT
SABAH,N. 13 - INANAM,JOHN STEPHEN DIONYSIUS,SAPP,"1,695",HILANG DEPOSIT
SABAH,N. 13 - INANAM,JAKARIAH BIN JANIT,PKS,156,HILANG DEPOSIT
SABAH,N. 13 - INANAM,TERENCE TSEN KIM FATT,ANAKNEGERI,480,HILANG DEPOSIT
SABAH,N. 13 - INANAM,KENNY CHUA TECK HO,PKR,"13,633",MENANG
SABAH,N. 13 - INANAM,GOH CHIN LOK @ JOHNNY GOH,BN,"5,850",
SABAH,N. 13 - INANAM,SITUL BIN MINTOW ,BEBAS,57,HILANG DEPOSIT
SABAH,N. 14 - LIKAS,CHIN SHU YING ,BN,"1,261",HILANG DEPOSIT
SABAH,N. 14 - LIKAS,YONG WE KONG ,SAPP,673,HILANG DEPOSIT
SABAH,N. 14 - LIKAS,TAN LEE FATT,DAP,"9,163",MENANG
SABAH,N. 15 - API-API,LEN LIP FONG @ LAND LIP FONG,ANAKNEGERI,244,HILANG DEPOSIT
SABAH,N. 15 - API-API,LIM KAT CHUNG ,SAPP,598,HILANG DEPOSIT
SABAH,N. 15 - API-API,CHAN CHEE CHING ,BEBAS,94,HILANG DEPOSIT
SABAH,N. 15 - API-API,YEE MOH CHAI,BN,"5,220",
SABAH,N. 15 - API-API,LIEW CHIN JIN ,PKR,"8,174",MENANG
SABAH,N. 16 - LUYANG,PHOONG JIN ZHE ,DAP,"14,237",MENANG
SABAH,N. 16 - LUYANG,PAMELA YONG ,BN,"1,829",HILANG DEPOSIT
SABAH,N. 16 - LUYANG,GEE TIEN SIONG,SAPP,807,HILANG DEPOSIT
SABAH,N. 17 - TANJONG ARU,CHONG WEI LEUNG,ANAKNEGERI,494,HILANG DEPOSIT
SABAH,N. 17 - TANJONG ARU,HAMID BIN ISMAIL ,PAS,"1,379",HILANG DEPOSIT
SABAH,N. 17 - TANJONG ARU,NORAIZA BINTI MOHAMMAD NOOR ,HR,566,HILANG DEPOSIT
SABAH,N. 17 - TANJONG ARU,YONG OUI FAH ,BN,"5,184",
SABAH,N. 17 - TANJONG ARU,WONG HONG JUN ,WARISAN,"9,794",MENANG
SABAH,N. 18 - PETAGAS,DATUK YAHYAH @ YAHYA BIN HUSSIN @ AG HUSIN,BN,"6,318",
SABAH,N. 18 - PETAGAS,UDA BIN SULAI,WARISAN,"6,526",MENANG
SABAH,N. 18 - PETAGAS,ESTER OTION,HR,760,HILANG DEPOSIT
SABAH,N. 19 - KAPAYAN,CHONG PIT FAH,SOLIDARITI,"1,318",HILANG DEPOSIT
SABAH,N. 19 - KAPAYAN,JANNIE LASIMBANG,DAP,"19,558",MENANG
SABAH,N. 19 - KAPAYAN,GOH FAH SUN,BN,"6,308",
SABAH,N. 20 - MOYOG,DANIM @ ALOYSIUS BIN SIAP,SOLIDARITI,605,HILANG DEPOSIT
SABAH,N. 20 - MOYOG,BANDASAN @ DIONISIUS DENNIS J TUNDING,PCS,222,HILANG DEPOSIT
SABAH,N. 20 - MOYOG,JENIFER LASIMBANG,WARISAN,"9,745",MENANG
SABAH,N. 20 - MOYOG,DONALD PETER MOJUNTIN,BN,"5,303",
SABAH,N. 21 - KAWANG,DATUK GULAMHAIDAR @ YUSOF BIN KHAN BAHADAR,BN,"10,388",MENANG
SABAH,N. 21 - KAWANG,SALLEH BIN EDDRIS,WARISAN,"7,526",
SABAH,N. 21 - KAWANG,MATLIN BIN JILON,HR,781,HILANG DEPOSIT
SABAH,N. 21 - KAWANG,WAHID @ HARITH BIN ISMAIL ,ANAKNEGERI,201,HILANG DEPOSIT
SABAH,N. 22 - PANTAI MANIS,JAMES @ EBI GHANI,HR,448,HILANG DEPOSIT
SABAH,N. 22 - PANTAI MANIS,JAWASING BIN MIANUS @ HERMAN J MIANUS ,PCS,129,HILANG DEPOSIT
SABAH,N. 22 - PANTAI MANIS,DATUK SERI PANGLIMA ABDUL RAHIM BIN ISMAIL ,BN,"7,126",
SABAH,N. 22 - PANTAI MANIS,AIDI BIN MOKTAR,WARISAN,"9,234",MENANG
SABAH,N. 23 - BONGAWAN,DAUD BIN YUSOF ,WARISAN,"6,912",MENANG
SABAH,N. 23 - BONGAWAN,JAAFAR BIN ISMAIL,HR,627,HILANG DEPOSIT
SABAH,N. 23 - BONGAWAN,DATUK MOHAMAD BIN ALAMIN,BN,"6,117",
SABAH,N. 24 - MEMBAKUT,HAJI YAHYA BIN AHMAD,BEBAS,85,HILANG DEPOSIT
SABAH,N. 24 - MEMBAKUT,DATUK MOHD ARIFIN BIN MOHD ARIF,BN,"6,495",MENANG
SABAH,N. 24 - MEMBAKUT,ALI OMAR BIN MOHD IDRIS,HR,456,HILANG DEPOSIT
SABAH,N. 24 - MEMBAKUT,ROSJELEN BINTI SALIMAT,PCS,223,HILANG DEPOSIT
SABAH,N. 24 - MEMBAKUT,ABD SANI BIN MARIP @ MARIF,WARISAN,"4,092",
SABAH,N. 25 - KLIAS,LAJIM BIN UKIN,HR,"3,837",
SABAH,N. 25 - KLIAS,JOHAIR BINTI MAT LANI,WARISAN,"3,725",
SABAH,N. 25 - KLIAS,DATUK ISNIN BIN ALIASNIH @ LIASNIH,BN,"6,173",MENANG
SABAH,N. 26 - KUALA PENYU,DIKIN BIN MUSAH,PKR,"3,807",
SABAH,N. 26 - KUALA PENYU,LIMUS BIN JURY,BN,"7,352",MENANG
SABAH,N. 26 - KUALA PENYU,JONAS BIN SUNGIN @ SUNGGIM,HR,"1,749",
SABAH,N. 26 - KUALA PENYU,NIKOL TIUNSU @ HERMAN TIONGSOH,PCS,548,HILANG DEPOSIT
SABAH,N. 27 - LUMADAN,MD SAMLIH BIN JUAISIN,WARISAN,"3,901",
SABAH,N. 27 - LUMADAN,ASMAT BIN JAPAR,HR,"1,331",HILANG DEPOSIT
SABAH,N. 27 - LUMADAN,MATBALI BIN MUSAH,BN,"6,836",MENANG
SABAH,N. 28 - SINDUMIN,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,BN,"5,888",
SABAH,N. 28 - SINDUMIN,PATRICK SADOM,HR,273,HILANG DEPOSIT
SABAH,N. 28 - SINDUMIN,YUSOF @ JOSREE BIN YACOB,WARISAN,"6,648",MENANG
SABAH,N. 29 - KUNDASANG,JOACHIM GUNSALAM,BN,"3,971",MENANG
SABAH,N. 29 - KUNDASANG,SIRIMAN @ MOHD FAZID BIN BASIR,WARISAN,"3,716",
SABAH,N. 29 - KUNDASANG,JINUS BIN SODIONG,PKS,166,HILANG DEPOSIT
SABAH,N. 29 - KUNDASANG,JAPIRIL BIN SUHAIMIN,SOLIDARITI,"2,105",
SABAH,N. 29 - KUNDASANG,HENRYNUS AMIN,ANAKNEGERI,733,HILANG DEPOSIT
SABAH,N. 30 - KARANAAN,MASIDI BIN MANJUN @ MASDI,BN,"6,849",MENANG
SABAH,N. 30 - KARANAAN,AMAN @ ADZMAN BIN MANAF,HR,685,HILANG DEPOSIT
SABAH,N. 30 - KARANAAN,CHONG PECK HING @ CHONG POH SING,PKR,"3,067",
SABAH,N. 30 - KARANAAN,JUHAILI BIN SIDEK,ANAKNEGERI,104,HILANG DEPOSIT
SABAH,N. 31 - PAGINATAN,ABIDIN BIN MADINGKIR,BN,"5,666",MENANG
SABAH,N. 31 - PAGINATAN,PEDDERIN @ FEDDRIN BIN TULIANG @ TULING,SOLIDARITI,"1,870",
SABAH,N. 31 - PAGINATAN,MAT JAILI BIN SAMAT,PPRS,104,HILANG DEPOSIT
SABAH,N. 31 - PAGINATAN,JULIAN @ PAUL BIN SIDIN,WARISAN,"3,600",
SABAH,N. 31 - PAGINATAN,SATIOL BIN INDONG,PCS,362,HILANG DEPOSIT
SABAH,N. 32 - TAMBUNAN,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,SOLIDARITI,"6,136",MENANG
SABAH,N. 32 - TAMBUNAN,JOSEPH PAIRIN KITINGAN,BN,"5,099",
SABAH,N. 32 - TAMBUNAN,JUSTIN BIN ALIP,WARISAN,"1,427",HILANG DEPOSIT
SABAH,N. 32 - TAMBUNAN,NESTOR BIN JOANNES,PCS,456,HILANG DEPOSIT
SABAH,N. 33 - BINGKOR,JINO @ PETER BIN ALLION @ ALLIUN,BN,"4,387",
SABAH,N. 33 - BINGKOR,AISAT @ ELLIK BIN IGAU @ IGGAU,ANAKNEGERI,290,HILANG DEPOSIT
SABAH,N. 33 - BINGKOR,ULING @ THOMAS ANGGAN,PKS,69,HILANG DEPOSIT
SABAH,N. 33 - BINGKOR,ROBERT TAWIK @ NORDIN,SOLIDARITI,"4,552",MENANG
SABAH,N. 33 - BINGKOR,ODOM @ PETER DHOMS BIN SAILI @ SOILI,DAP,"4,233",
SABAH,N. 33 - BINGKOR,JUSTIN BIN GUKA,BEBAS,182,HILANG DEPOSIT
SABAH,N. 34 - LIAWAN,RASININ BIN KOUTIS @ KAUTIS,WARISAN,"6,387",MENANG
SABAH,N. 34 - LIAWAN,KONG FUI SENG,SOLIDARITI,"1,809",
SABAH,N. 34 - LIAWAN,DATUK SAPIN @ SAIRIN BIN KARANO @ KARNO,BN,"5,005",
SABAH,N. 34 - LIAWAN,HUSSEIN @ JAIMIS BIN KASSIM @ MADATIN,PCS,176,HILANG DEPOSIT
SABAH,N. 35 - MELALAP,LIDOS RABIH @ GEORGE REJOS,PKS,45,HILANG DEPOSIT
SABAH,N. 35 - MELALAP,PETER ANTHONY,WARISAN,"5,010",MENANG
SABAH,N. 35 - MELALAP,RADIN MALLEH,BN,"4,717",
SABAH,N. 35 - MELALAP,CHINLY BIN MONIU @ MAH TSEN LI,PCS,69,HILANG DEPOSIT
SABAH,N. 35 - MELALAP,JAINEH BIN JUATA @ JIMMY JAWATAH,SOLIDARITI,861,HILANG DEPOSIT
SABAH,N. 36 - KEMABONG,JAMAWI BIN JA'AFAR,BN,"6,093",MENANG
SABAH,N. 36 - KEMABONG,YAHIA @ YAHYA BIN RAIMAH,HR,124,HILANG DEPOSIT
SABAH,N. 36 - KEMABONG,TAY JIN KIONG @ ALFRED,PCS,152,HILANG DEPOSIT
SABAH,N. 36 - KEMABONG,HARIS BIN BOLOS,WARISAN,"5,198",
SABAH,N. 37 - SOOK,MARTIN TOMY @ TOMMY,WARISAN,"3,557",
SABAH,N. 37 - SOOK,ELLRON BIN ANGIN,BN,"8,042",MENANG
SABAH,N. 37 - SOOK,BARITUS BIN GUNGKIT,SOLIDARITI,"3,402",
SABAH,N. 37 - SOOK,BEATY FRED @ PETER BEATY,ANAKNEGERI,113,HILANG DEPOSIT
SABAH,N. 38 - NABAWAN,BOBBEY AH FANG BIN SUAN,BN,"5,474",MENANG
SABAH,N. 38 - NABAWAN,AHUAR BIN RASAM,WARISAN,"3,402",
SABAH,N. 38 - NABAWAN,APANDY @ LUKAN BIN ANGINDI,HR,165,HILANG DEPOSIT
SABAH,N. 38 - NABAWAN,ANGIN @ NASRUDDIN BIN LAMBAHAN,PCS,156,HILANG DEPOSIT
SABAH,N. 39 - SUGUT,AG OSMAN ASIBIH,PKS,111,HILANG DEPOSIT
SABAH,N. 39 - SUGUT,ASPAH BIN ABDULLAH SANI,WARISAN,"3,183",
SABAH,N. 39 - SUGUT,MOHD ARSHAD BIN ABDUL,PPRS,436,HILANG DEPOSIT
SABAH,N. 39 - SUGUT,DATUK JAMES BIN RATIB,BN,"4,704",MENANG
SABAH,N. 40 - LABUK,ALBERT THOMAS ENTI,PKS,141,HILANG DEPOSIT
SABAH,N. 40 - LABUK,ABDUL RAHMAN BIN KONGKAWANG,BN,"6,665",MENANG
SABAH,N. 40 - LABUK,JAMES BIN MIKI,PCS,383,HILANG DEPOSIT
SABAH,N. 40 - LABUK,RAMSAH BIN TASIM @ RAMSAH BIN TASHIM,WARISAN,"4,065",
SABAH,N. 40 - LABUK,RAINUS BIN AWANG,SOLIDARITI,"1,171",HILANG DEPOSIT
SABAH,N. 41 - GUM-GUM,DATUK JUSLIE BIN AJIROL,BN,"4,112",
SABAH,N. 41 - GUM-GUM,ARUNARNSIN BIN TAIB,WARISAN,"4,710",MENANG
SABAH,N. 41 - GUM-GUM,DAHIL BIN MASDIK,HR,252,HILANG DEPOSIT
SABAH,N. 41 - GUM-GUM,JOILIN @ CHRISTINE BINTI BUGUNG,PKS,81,HILANG DEPOSIT
SABAH,N. 41 - GUM-GUM,JAMALUDIN BIN LAMBA,PPRS,63,HILANG DEPOSIT
SABAH,N. 42 - SUNGAI SIBUGA,MUSA BIN AMAN,BN,"14,503",MENANG
SABAH,N. 42 - SUNGAI SIBUGA,ASMARA BIN ABDUL RAHMAN,WARISAN,"12,319",
SABAH,N. 42 - SUNGAI SIBUGA,OSMAN BIN ENTING,PKS,241,HILANG DEPOSIT
SABAH,N. 43 - SEKONG,ALIAS RAHMAD BIN BENJAMIN,PKS,16,HILANG DEPOSIT
SABAH,N. 43 - SEKONG,ABDUL RASHID BIN ABDUL RAHMAN,STAR,48,HILANG DEPOSIT
SABAH,N. 43 - SEKONG,DATUK SAMSUDIN BIN YAHYA,BN,"4,705",
SABAH,N. 43 - SEKONG,ARIFIN BIN ASGALI,WARISAN,"6,740",MENANG
SABAH,N. 43 - SEKONG,SAHAR BIN ABDUL MAJID ,PAS,366,HILANG DEPOSIT
SABAH,N. 43 - SEKONG,DATU MOHD FAISAL BIN DATU BACHTIYAL,BEBAS,43,HILANG DEPOSIT
SABAH,N. 44 - KARAMUNTING,NORSAH BINTI BONGSU,PAS,677,HILANG DEPOSIT
SABAH,N. 44 - KARAMUNTING,BESARUN BIN KECHA,STAR,61,HILANG DEPOSIT
SABAH,N. 44 - KARAMUNTING,HIEW VUN ZIN,WARISAN,"7,243",MENANG
SABAH,N. 44 - KARAMUNTING,LIM KAI MIN,BN,"3,395",
SABAH,N. 45 - ELOPURA,CHAN TZUN HEI,BN,"5,572",
SABAH,N. 45 - ELOPURA,CHONG KET KIUN,DAP,"12,219",MENANG
SABAH,N. 46 - TANJONG PAPAT,TAN SHU KIAH,BN,"4,002",
SABAH,N. 46 - TANJONG PAPAT,JUFAZLI BIN SHI AHMAD,BEBAS,533,HILANG DEPOSIT
SABAH,N. 46 - TANJONG PAPAT,POON MING FUNG,DAP,"5,818",MENANG
SABAH,N. 47 - KUAMUT,JAMES BIN AIT,SOLIDARITI,"1,132",HILANG DEPOSIT
SABAH,N. 47 - KUAMUT,JUMAIDIN BIN LAKALLA,PAS,330,HILANG DEPOSIT
SABAH,N. 47 - KUAMUT,NORFAIZAH CHUA @ GIAK KIANG,WARISAN,"3,921",
SABAH,N. 47 - KUAMUT,MASIUNG BIN BANAH,BN,"8,042",MENANG
SABAH,N. 47 - KUAMUT,EDWARD PODOK ,PCS,205,HILANG DEPOSIT
SABAH,N. 48 - SUKAU,ABDULGANI BIN KOSUI,PPRS,71,HILANG DEPOSIT
SABAH,N. 48 - SUKAU,DATUK SADDI BIN ABDU RAHMAN,BN,"4,660",MENANG
SABAH,N. 48 - SUKAU,MOHD ISMAIL BIN AYOB,WARISAN,"3,032",
SABAH,N. 48 - SUKAU,MUARIFFIDIN BIN ABDUL MALEK,HR,117,HILANG DEPOSIT
SABAH,N. 49 - TUNGKU,ABD RAHMAN BIN TAGGOH ,PKS,102,HILANG DEPOSIT
SABAH,N. 49 - TUNGKU,BULANGAN PANASI,HR,928,HILANG DEPOSIT
SABAH,N. 49 - TUNGKU,MIZMA BINTI APPEHDULLAH,BN,"5,294",
SABAH,N. 49 - TUNGKU,ASSAFFAL @ SAMSUL KAMAL BIN P ALIAN,WARISAN,"6,295",MENANG
SABAH,N. 50 - LAHAD DATU,DUMI BIN PG. MASDAL ,WARISAN,"11,304",MENANG
SABAH,N. 50 - LAHAD DATU,WONG YU CHIN ,HR,663,HILANG DEPOSIT
SABAH,N. 50 - LAHAD DATU,MOHAMMAD YUSOF BIN APDAL ,BN,"8,372",
SABAH,N. 51 - KUNAK,DATUK NILWAN BIN KABANG,BN,"4,630",
SABAH,N. 51 - KUNAK,NORAZLINAH BINTI ARIF,WARISAN,"4,898",MENANG
SABAH,N. 51 - KUNAK,SAHING BIN TAKING,HR,141,HILANG DEPOSIT
SABAH,N. 51 - KUNAK,KASMAN BIN KARATE,PAS,492,HILANG DEPOSIT
SABAH,N. 52 - SULABAYAN,DATUK HARMAN BIN MOHAMAD,BN,"2,190",
SABAH,N. 52 - SULABAYAN,ABDUL NASIR BIN AB RAUP,PAS,139,HILANG DEPOSIT
SABAH,N. 52 - SULABAYAN,JAUJAN BIN SAMBAKONG,WARISAN,"7,116",MENANG
SABAH,N. 52 - SULABAYAN,UNTUNG BIN TANJONG BARU,HR,54,HILANG DEPOSIT
SABAH,N. 53 - SENALLANG,DATO SRI NASIR BIN SAKARAN,BN,"2,453",
SABAH,N. 53 - SENALLANG,MOHD SHAFIE BIN APDAL,WARISAN,"7,754",MENANG
SABAH,N. 54 - BUGAYA,DATUK RAZAK BIN SAKARAN DANDAI,BN,"2,811",
SABAH,N. 54 - BUGAYA,KULLI BIN MARALAM ,PKS,67,HILANG DEPOSIT
SABAH,N. 54 - BUGAYA,MAHAMOD BIN SARAHIL,PAS,144,HILANG DEPOSIT
SABAH,N. 54 - BUGAYA,MOHAMMAD SAID BIN TIBLAN,PPRS,57,HILANG DEPOSIT
SABAH,N. 54 - BUGAYA,MANIS BUKA BINTI MOHD DARAH,WARISAN,"10,662",MENANG
SABAH,N. 54 - BUGAYA,ABD. MUKSIN BIN MOHAMMAD HASSAN,BEBAS,15,HILANG DEPOSIT
SABAH,N. 55 - BALUNG,RAZALI BIN HAMZAH,HR,233,HILANG DEPOSIT
SABAH,N. 55 - BALUNG,DATUK OSMAN BIN JAMAL @ JAMAR,BN,"4,887",MENANG
SABAH,N. 55 - BALUNG,AMBOASE BIN RAMANO,PAS,428,HILANG DEPOSIT
SABAH,N. 55 - BALUNG,ANDI RUS DIANA BT ANDI PALADJARENG,WARISAN,"4,713",
SABAH,N. 55 - BALUNG,ALIPA BIN JACKERY,USNO,119,HILANG DEPOSIT
SABAH,N. 56 - APAS,ALIZAMAN BIN JIJURAHMAN,HR,333,HILANG DEPOSIT
SABAH,N. 56 - APAS,DAUD BIN JALALUDDIN,PAS,487,HILANG DEPOSIT
SABAH,N. 56 - APAS,ABDUL SALIP BIN EJAL,WARISAN,"5,456",
SABAH,N. 56 - APAS,DATUK NIZAM BIN DATUK ABU BAKAR TITINGAN,BN,"7,243",MENANG
SABAH,N. 57 - SRI TANJONG,WONG SZE PHIN @ JIMMY,DAP,"13,673",MENANG
SABAH,N. 57 - SRI TANJONG,PANG THOU CHUNG,HR,873,HILANG DEPOSIT
SABAH,N. 57 - SRI TANJONG,LEONG YUN FUI,PKS,154,HILANG DEPOSIT
SABAH,N. 57 - SRI TANJONG,LO SU FUI,BN,"4,290",
SABAH,N. 58 - MEROTAI,SHARATHA MASYAROH BINTI JOHN RIDWAN LINCON,HR,125,HILANG DEPOSIT
SABAH,N. 58 - MEROTAI,SARIFUDDIN BIN HATA,WARISAN,"7,707",MENANG
SABAH,N. 58 - MEROTAI,ARBAANI BIN AKUM,AMANAH,193,HILANG DEPOSIT
SABAH,N. 58 - MEROTAI,MOHD NASIR BIN SUMADI,USNO,28,HILANG DEPOSIT
SABAH,N. 58 - MEROTAI,LIM TING KHAI,BN,"5,557",
SABAH,N. 58 - MEROTAI,AZIZUL BIN TANDEK,PKS,20,HILANG DEPOSIT
SABAH,N. 58 - MEROTAI,AHMAD BIN DULLAH,PAS,"1,209",HILANG DEPOSIT
SABAH,N. 59 - TANJONG BATU,ISMAIL BIN SENANG,WARISAN,"6,552",
SABAH,N. 59 - TANJONG BATU,HAMISA BINTI SAMAT,BN,"8,538",MENANG
SABAH,N. 59 - TANJONG BATU,USMAN BIN MADEAMING,PAS,"1,506",HILANG DEPOSIT
SABAH,N. 59 - TANJONG BATU,ARDI BIN ARSAH @ SAMSI,PPRS,171,HILANG DEPOSIT
SABAH,N. 60 - SEBATIK,ABD MUIS BIN PICHO,BN,"2,468",MENANG
SABAH,N. 60 - SEBATIK,ROSLAN BIN RAMLI,PAS,504,HILANG DEPOSIT
SABAH,N. 60 - SEBATIK,HASSAN A GANI PG AMIR,WARISAN,"2,275",
SABAH,N. 60 - SEBATIK,YUSRI BIN YUNUS,PPRS,38,HILANG DEPOSIT
SELANGOR,N. 01 - SUNGAI AIR TAWAR,RIZAM BIN ISMAIL,BN,"5,437",MENANG
SELANGOR,N. 01 - SUNGAI AIR TAWAR,ZAMRI BIN YAHYA ,PAS,"3,997",
SELANGOR,N. 01 - SUNGAI AIR TAWAR,MOHD HAMIZAR BIN SULAIMAN ,PKR,"3,921",
SELANGOR,N. 02 - SABAK,SALLEHUDDIN BIN MOHD ISKAN,BN,"6,851",
SELANGOR,N. 02 - SABAK,SALLEHEN BIN MUKHYI,PAS,"6,183",
SELANGOR,N. 02 - SABAK,AHMAD MUSTAIN BIN OTHMAN ,PKR,"6,981",MENANG
SELANGOR,N. 03 - SUNGAI PANJANG,MOHD IMRAN BIN TAMRIN,BN,"10,530",MENANG
SELANGOR,N. 03 - SUNGAI PANJANG,MARIAM BINTI ABDUL RASHID,PKR,"8,446",
SELANGOR,N. 03 - SUNGAI PANJANG,MOHD RAZALI BIN SAARI,PAS,"6,999",
SELANGOR,N. 04 - SEKINCHAN,LEE YEE YUAN,BN,"5,019",
SELANGOR,N. 04 - SEKINCHAN,MOHD FADZIN BIN TASLIMIN,PAS,"2,351",
SELANGOR,N. 04 - SEKINCHAN,NG SUEE LIM,PKR,"7,863",MENANG
SELANGOR,N. 05 - HULU BERNAM,ROSNI BINTI SOHAR,BN,"8,164",MENANG
SELANGOR,N. 05 - HULU BERNAM,MOHAMMED SALLEH BIN RI,PAS,"2,554",
SELANGOR,N. 05 - HULU BERNAM,MOHD AMRAN BIN SAKIR,PKR,"8,144",
SELANGOR,N. 06 - KUALA KUBU BAHARU,WONG KOON MUN,BN,"6,967",
SELANGOR,N. 06 - KUALA KUBU BAHARU,LEE KEE HIONG,PKR,"14,101",MENANG
SELANGOR,N. 06 - KUALA KUBU BAHARU,NAHARUDIN BIN ABDUL RASHID,PAS,"3,306",
SELANGOR,N. 07 - BATANG KALI,HARUMAINI BIN HAJI OMAR,PKR,"21,536",MENANG
SELANGOR,N. 07 - BATANG KALI,MAT NADZARI BIN AHMAD DAHLAN,BN,"13,221",
SELANGOR,N. 07 - BATANG KALI,MOHD HASNIZAN BIN HARUN,PAS,"7,408",
SELANGOR,N. 08 - SUNGAI BURONG,MOHD SHAMSUDIN BIN LIAS,BN,"8,741",MENANG
SELANGOR,N. 08 - SUNGAI BURONG,MOHD TARMIZI BIN LAZIM,PKR,"5,323",
SELANGOR,N. 08 - SUNGAI BURONG,MOHD ZAMRI BIN MOHD ZAINULDIN,PAS,"6,411",
SELANGOR,N. 09 - PERMATANG,ROZANA BINTI ZAINAL ABIDIN,PKR,"9,208",MENANG
